Delivery,DriveThrough,Parking,Wlan,address,map_url,name
,,パーキング,無線LAN,大阪府大阪市鶴見区鶴見4-17-1-310,//map.yahoo.co.jp/maps?lat=34.7001781&lon=135.5690367&hlat=34.7001781&hlon=135.5690367&z=16&datum=tky&home=on,イオンモール鶴見緑地店
,,,無線LAN,大阪府大阪市住之江区粉浜1-5-39 ,//map.yahoo.co.jp/maps?lat=34.6193508&lon=135.4930669&hlat=34.6193508&hlon=135.4930669&z=16&datum=tky&home=on,玉出店
お届けケンタッキー（デリバリー）,ドライブスルー,パーキング,無線LAN,大阪府大阪市平野区長吉長原東1-1-41 ,//map.yahoo.co.jp/maps?lat=34.6030128&lon=135.5765319&hlat=34.6030128&hlon=135.5765319&z=16&datum=tky&home=on,長吉店
,ドライブスルー,パーキング,無線LAN,島根県松江市上乃木4-33-8 ,//map.yahoo.co.jp/maps?lat=35.4407322&lon=133.0618022&hlat=35.4407322&hlon=133.0618022&z=16&datum=tky&home=on,松江乃木店
,ドライブスルー,パーキング,無線LAN,島根県松江市学園南1-22-17 ,//map.yahoo.co.jp/maps?lat=35.4693596&lon=133.0668432&hlat=35.4693596&hlon=133.0668432&z=16&datum=tky&home=on,松江店
,ドライブスルー,パーキング,無線LAN,島根県出雲市渡橋町95-1 ,//map.yahoo.co.jp/maps?lat=35.3654494&lon=132.7558322&hlat=35.3654494&hlon=132.7558322&z=16&datum=tky&home=on,出雲店
,,パーキング,無線LAN,島根県出雲市大塚町650-1他(地番),//map.yahoo.co.jp/maps?lat=35.3741444&lon=132.7578911&hlat=35.3741444&hlon=132.7578911&z=16&datum=tky&home=on,ゆめタウン出雲店
,,パーキング,無線LAN,島根県益田市高津町7-21-22,//map.yahoo.co.jp/maps?lat=34.6868036&lon=131.8192183&hlat=34.6868036&hlon=131.8192183&z=16&datum=tky&home=on,ゆめタウン益田店
,,パーキング,無線LAN,島根県大田市長久町土江97 ,//map.yahoo.co.jp/maps?lat=35.1954881&lon=132.4846294&hlat=35.1954881&hlon=132.4846294&z=16&datum=tky&home=on,イオンタウン大田店
,,パーキング,無線LAN,兵庫県神戸市西区学園西町1-5 キャンパススクエア東館,//map.yahoo.co.jp/maps?lat=34.6794764&lon=135.0606383&hlat=34.6794764&hlon=135.0606383&z=16&datum=tky&home=on,神戸学園都市店
,,パーキング,無線LAN,兵庫県神戸市西区森友3丁目7-3,//map.yahoo.co.jp/maps?lat=34.6603111&lon=134.9855197&hlat=34.6603111&hlon=134.9855197&z=16&datum=tky&home=on,イズミヤ神戸玉津店
,ドライブスルー,パーキング,無線LAN,兵庫県神戸市西区玉津町小山190-1,//map.yahoo.co.jp/maps?lat=34.6779072&lon=134.9847882&hlat=34.6779072&hlon=134.9847882&z=16&datum=tky&home=on,玉津店
,,パーキング,無線LAN,兵庫県神戸市西区竜が岡1-21-1 ,//map.yahoo.co.jp/maps?lat=34.7074675&lon=134.9429908&hlat=34.7074675&hlon=134.9429908&z=16&datum=tky&home=on,カナート西神戸店
,ドライブスルー,パーキング,無線LAN,兵庫県姫路市保城579-1 ,//map.yahoo.co.jp/maps?lat=34.8529697&lon=134.7222753&hlat=34.8529697&hlon=134.7222753&z=16&datum=tky&home=on,姫路保城店
,,,無線LAN,兵庫県姫路市豆腐町222　ピオレごちそう館内,//map.yahoo.co.jp/maps?lat=34.8237976&lon=134.6945565&hlat=34.8237976&hlon=134.6945565&z=16&datum=tky&home=on,JR姫路駅店
,,パーキング,無線LAN,兵庫県姫路市土山1-6-20 ,//map.yahoo.co.jp/maps?lat=34.8286572&lon=134.677835&hlat=34.8286572&hlon=134.677835&z=16&datum=tky&home=on,姫路土山店
,,パーキング,,兵庫県姫路市広畑区夢前町1-1,//map.yahoo.co.jp/maps?lat=34.7936923&lon=134.639794&hlat=34.7936923&hlon=134.639794&z=16&datum=tky&home=on,MEGAドン・キホーテ姫路広畑店
,ドライブスルー,パーキング,無線LAN,兵庫県姫路市飾磨区三宅1-3 ,//map.yahoo.co.jp/maps?lat=34.8082167&lon=134.6846747&hlat=34.8082167&hlon=134.6846747&z=16&datum=tky&home=on,姫路南店
,,パーキング,無線LAN,兵庫県姫路市飾磨区細江2560 ,//map.yahoo.co.jp/maps?lat=34.7948886&lon=134.6712242&hlat=34.7948886&hlon=134.6712242&z=16&datum=tky&home=on,姫路リバーシティ店
,,パーキング,無線LAN,北海道小樽市築港11-6,//map.yahoo.co.jp/maps?lat=43.1820936&lon=141.0252947&hlat=43.1820936&hlon=141.0252947&z=16&datum=tky&home=on,イオン小樽店
,,パーキング,無線LAN,北海道小樽市稲穂2-7-11 ,//map.yahoo.co.jp/maps?lat=43.1962047&lon=141.0011819&hlat=43.1962047&hlon=141.0011819&z=16&datum=tky&home=on,小樽稲穂店
,,パーキング,,北海道旭川市宮下通7丁目2番15号,//map.yahoo.co.jp/maps?lat=43.7617545&lon=142.3612135&hlat=43.7617545&hlon=142.3612135&z=16&datum=tky&home=on,イオンモール旭川駅前店
,,パーキング,無線LAN,北海道旭川市緑町23丁目2161番3,//map.yahoo.co.jp/maps?lat=43.7914276&lon=142.3300908&hlat=43.7914276&hlon=142.3300908&z=16&datum=tky&home=on,イオンモール旭川西店 
,ドライブスルー,パーキング,無線LAN,北海道旭川市豊岡4条2丁目5番26号,//map.yahoo.co.jp/maps?lat=43.7579442&lon=142.3977944&hlat=43.7579442&hlon=142.3977944&z=16&datum=tky&home=on,旭川豊岡店
,ドライブスルー,パーキング,無線LAN,北海道旭川市永山3条5丁目75番21号,//map.yahoo.co.jp/maps?lat=43.7884392&lon=142.4086936&hlat=43.7884392&hlon=142.4086936&z=16&datum=tky&home=on,旭川永山店
,,,無線LAN,北海道室蘭市中島町1丁目21番4号,//map.yahoo.co.jp/maps?lat=42.351201&lon=141.0220005&hlat=42.351201&hlon=141.0220005&z=16&datum=tky&home=on,室蘭店
,ドライブスルー,パーキング,無線LAN,北海道釧路市鳥取大通り2-2-8 ,//map.yahoo.co.jp/maps?lat=43.0075636&lon=144.3647533&hlat=43.0075636&hlon=144.3647533&z=16&datum=tky&home=on,釧路十条店
,,パーキング,無線LAN,北海道釧路市昭和中央4丁目18番1号,//map.yahoo.co.jp/maps?lat=43.0236802&lon=144.3630478&hlat=43.0236802&hlon=144.3630478&z=16&datum=tky&home=on,イオンモール釧路昭和店
,ドライブスルー,パーキング,無線LAN,北海道釧路市愛国西1-13-21 ,//map.yahoo.co.jp/maps?lat=43.0077675&lon=144.3891069&hlat=43.0077675&hlon=144.3891069&z=16&datum=tky&home=on,釧路愛国店
,ドライブスルー,パーキング,無線LAN,岡山県岡山市北区高柳東町14-22 ,//map.yahoo.co.jp/maps?lat=34.6586767&lon=133.9031717&hlat=34.6586767&hlon=133.9031717&z=16&datum=tky&home=on,岡山高柳店
,ドライブスルー,パーキング,無線LAN,岡山県岡山市中区浜620-1 ,//map.yahoo.co.jp/maps?lat=34.6697231&lon=133.9467611&hlat=34.6697231&hlon=133.9467611&z=16&datum=tky&home=on,岡山原尾島店
,,パーキング,無線LAN,岡山県岡山市東区益野30-1 ,//map.yahoo.co.jp/maps?lat=34.6559608&lon=134.0010558&hlat=34.6559608&hlon=134.0010558&z=16&datum=tky&home=on,マルナカ益野店
,ドライブスルー,パーキング,無線LAN,岡山県岡山市南区新保661-10 ,//map.yahoo.co.jp/maps?lat=34.6284172&lon=133.9092236&hlat=34.6284172&hlon=133.9092236&z=16&datum=tky&home=on,岡山新保店
,ドライブスルー,パーキング,無線LAN,岡山県倉敷市中庄2305-6,//map.yahoo.co.jp/maps?lat=34.6229646&lon=133.8012962&hlat=34.6229646&hlon=133.8012962&z=16&datum=tky&home=on,倉敷中庄店
,,パーキング,無線LAN,岡山県倉敷市玉島爪崎981-1 ,//map.yahoo.co.jp/maps?lat=34.5578817&lon=133.6867617&hlat=34.5578817&hlon=133.6867617&z=16&datum=tky&home=on,マルナカ新倉敷店
,,パーキング,無線LAN,岡山県倉敷市水江1 ,//map.yahoo.co.jp/maps?lat=34.6000394&lon=133.7478271&hlat=34.6000394&hlon=133.7478271&z=16&datum=tky&home=on,イオンモール倉敷店
,ドライブスルー,パーキング,無線LAN,岡山県倉敷市笹沖394-1-2 ,//map.yahoo.co.jp/maps?lat=34.5696228&lon=133.7719011&hlat=34.5696228&hlon=133.7719011&z=16&datum=tky&home=on,倉敷笹沖店
,,パーキング,無線LAN,岡山県津山市上河原160-2,//map.yahoo.co.jp/maps?lat=35.077744&lon=134.0070073&hlat=35.077744&hlon=134.0070073&z=16&datum=tky&home=on,津山ノースランド店
,ドライブスルー,パーキング,無線LAN,岡山県津山市川崎138 ,//map.yahoo.co.jp/maps?lat=35.0565478&lon=134.031235&hlat=35.0565478&hlon=134.031235&z=16&datum=tky&home=on,津山イーストランド店
,ドライブスルー,パーキング,無線LAN,静岡県藤枝市瀬戸新屋字小池下361-1 ,//map.yahoo.co.jp/maps?lat=34.8461406&lon=138.2405536&hlat=34.8461406&hlon=138.2405536&z=16&datum=tky&home=on,藤枝店
,ドライブスルー,パーキング,無線LAN,静岡県御殿場市萩原72-1 ,//map.yahoo.co.jp/maps?lat=35.3090778&lon=138.9300683&hlat=35.3090778&hlon=138.9300683&z=16&datum=tky&home=on,御殿場店
,,,無線LAN,静岡県伊豆の国市吉田字九十分153-1 ,//map.yahoo.co.jp/maps?lat=34.9969117&lon=138.9392578&hlat=34.9969117&hlon=138.9392578&z=16&datum=tky&home=on,アピタ大仁店
,ドライブスルー,パーキング,無線LAN,静岡県牧之原市細江字中ヤリ2027-1 ,//map.yahoo.co.jp/maps?lat=34.7522919&lon=138.2451047&hlat=34.7522919&hlon=138.2451047&z=16&datum=tky&home=on,榛原店
,ドライブスルー,パーキング,無線LAN,静岡県田方郡函南町間宮字西前道越446番1,//map.yahoo.co.jp/maps?lat=35.0798961&lon=138.9411625&hlat=35.0798961&hlon=138.9411625&z=16&datum=tky&home=on,函南店
,,パーキング,無線LAN,愛知県岡崎市日名北町4-46,//map.yahoo.co.jp/maps?lat=34.9718164&lon=137.1556556&hlat=34.9718164&hlon=137.1556556&z=16&datum=tky&home=on,アピタ岡崎北店
,ドライブスルー,パーキング,無線LAN,愛知県岡崎市井ノ口新町3-21 ,//map.yahoo.co.jp/maps?lat=34.9877153&lon=137.168715&hlat=34.9877153&hlon=137.168715&z=16&datum=tky&home=on,岡崎北店
,ドライブスルー,パーキング,無線LAN,愛知県一宮市朝日2-3-5 ,//map.yahoo.co.jp/maps?lat=35.3037281&lon=136.8228464&hlat=35.3037281&hlon=136.8228464&z=16&datum=tky&home=on,一宮店
,ドライブスルー,パーキング,無線LAN,愛知県一宮市開明字流44 ,//map.yahoo.co.jp/maps?lat=35.3082328&lon=136.7744744&hlat=35.3082328&hlon=136.7744744&z=16&datum=tky&home=on,尾西店
,ドライブスルー,パーキング,無線LAN,愛知県瀬戸市西原町2-86 ,//map.yahoo.co.jp/maps?lat=35.2056886&lon=137.0682228&hlat=35.2056886&hlon=137.0682228&z=16&datum=tky&home=on,瀬戸店
,,パーキング,無線LAN,愛知県半田市昭和町3-25 ,//map.yahoo.co.jp/maps?lat=34.8845142&lon=136.9247367&hlat=34.8845142&hlon=136.9247367&z=16&datum=tky&home=on,半田店
,ドライブスルー,パーキング,無線LAN,愛知県春日井市梅ケ坪町100-1 ,//map.yahoo.co.jp/maps?lat=35.2526719&lon=136.9826836&hlat=35.2526719&hlon=136.9826836&z=16&datum=tky&home=on,春日井店
,ドライブスルー,パーキング,無線LAN,愛知県豊川市大堀町342-1 ,//map.yahoo.co.jp/maps?lat=34.8321419&lon=137.4059064&hlat=34.8321419&hlon=137.4059064&z=16&datum=tky&home=on,豊川店
,ドライブスルー,パーキング,無線LAN,愛知県豊川市八幡町下天王11 ,//map.yahoo.co.jp/maps?lat=34.8296492&lon=137.3505206&hlat=34.8296492&hlon=137.3505206&z=16&datum=tky&home=on,豊川八幡店
,ドライブスルー,パーキング,,愛知県碧南市城山町1-81-2 バロー碧南城山店　敷地内,//map.yahoo.co.jp/maps?lat=34.8900542&lon=137.0109829&hlat=34.8900542&hlon=137.0109829&z=16&datum=tky&home=on,碧南店
,,,無線LAN,神奈川県横浜市都筑区中川中央1-1-1　横浜市営地下鉄センター北駅3階,//map.yahoo.co.jp/maps?lat=35.5504961&lon=139.5817567&hlat=35.5504961&hlon=139.5817567&z=16&datum=tky&home=on,センター北駅店
お届けケンタッキー（デリバリー）,,,無線LAN,神奈川県横浜市都筑区北山田1-12-4 ,//map.yahoo.co.jp/maps?lat=35.5579058&lon=139.596945&hlat=35.5579058&hlon=139.596945&z=16&datum=tky&home=on,港北ニュータウン北山田店
,,,,神奈川県横浜市都筑区茅ケ崎中央6番１号　サウスウッド１階,//map.yahoo.co.jp/maps?lat=35.5407285&lon=139.5776328&hlat=35.5407285&hlon=139.5776328&z=16&datum=tky&home=on,センター南駅サウスウッド店
,,パーキング,無線LAN,神奈川県横浜市都筑区池辺町4035番地1,//map.yahoo.co.jp/maps?lat=35.5131639&lon=139.5693996&hlat=35.5131639&hlon=139.5693996&z=16&datum=tky&home=on,イトーヨーカドーららぽーと横浜店
,,,無線LAN,神奈川県川崎市川崎区砂子2-2-1 薄井ビル,//map.yahoo.co.jp/maps?lat=35.5261065&lon=139.7024642&hlat=35.5261065&hlon=139.7024642&z=16&datum=tky&home=on,川崎銀柳街店
,,パーキング,無線LAN,神奈川県川崎市川崎区駅前本町26-2 川崎地下街アゼリア2023,//map.yahoo.co.jp/maps?lat=35.5274708&lon=139.7012369&hlat=35.5274708&hlon=139.7012369&z=16&datum=tky&home=on,川崎アゼリア店
,,パーキング,無線LAN,神奈川県川崎市川崎区港町12-1 ,//map.yahoo.co.jp/maps?lat=35.5309289&lon=139.7224408&hlat=35.5309289&hlon=139.7224408&z=16&datum=tky&home=on,イトーヨーカドー川崎港町店
,,パーキング,無線LAN,神奈川県川崎市川崎区小田栄2-2-1 ,//map.yahoo.co.jp/maps?lat=35.5112594&lon=139.7118337&hlat=35.5112594&hlon=139.7118337&z=16&datum=tky&home=on,イトーヨーカドー川崎店
,,パーキング,,神奈川県川崎市幸区堀川町72番地1  ラゾーナ川崎プラザ,//map.yahoo.co.jp/maps?lat=35.5297635&lon=139.6993362&hlat=35.5297635&hlon=139.6993362&z=16&datum=tky&home=on,ラゾーナ川崎プラザ店
お届けケンタッキー（デリバリー）,,,無線LAN,神奈川県川崎市幸区下平間223 ,//map.yahoo.co.jp/maps?lat=35.548477&lon=139.6841337&hlat=35.548477&hlon=139.6841337&z=16&datum=tky&home=on,鹿島田店
お届けケンタッキー（デリバリー）,,,無線LAN,東京都大田区池上6-3-9,//map.yahoo.co.jp/maps?lat=35.569059&lon=139.7063495&hlat=35.569059&hlon=139.7063495&z=16&datum=tky&home=on,池上店
,,,無線LAN,東京都世田谷区太子堂4-23-15 ,//map.yahoo.co.jp/maps?lat=35.6406497&lon=139.6740352&hlat=35.6406497&hlon=139.6740352&z=16&datum=tky&home=on,三軒茶屋店
,,,無線LAN,東京都世田谷区桜新町2-10-2,//map.yahoo.co.jp/maps?lat=35.6284294&lon=139.64707&hlat=35.6284294&hlon=139.64707&z=16&datum=tky&home=on,桜新町店
お届けケンタッキー（デリバリー）,,,無線LAN,東京都世田谷区経堂2-3-1 木津ビル,//map.yahoo.co.jp/maps?lat=35.6487336&lon=139.6395739&hlat=35.6487336&hlon=139.6395739&z=16&datum=tky&home=on,経堂店
,,,無線LAN,東京都世田谷区南烏山6-4-30 SNビル内,//map.yahoo.co.jp/maps?lat=35.6651878&lon=139.6036319&hlat=35.6651878&hlon=139.6036319&z=16&datum=tky&home=on,千歳烏山店
お届けケンタッキー（デリバリー）,,,無線LAN,東京都世田谷区成城2-35-10 ,//map.yahoo.co.jp/maps?lat=35.6365089&lon=139.6028989&hlat=35.6365089&hlon=139.6028989&z=16&datum=tky&home=on,成城店
,,,無線LAN,東京都世田谷区奥沢4-27-15 ,//map.yahoo.co.jp/maps?lat=35.60007&lon=139.6750339&hlat=35.60007&hlon=139.6750339&z=16&datum=tky&home=on,奥沢店
,,,無線LAN,東京都世田谷区玉川2-22-13 ,//map.yahoo.co.jp/maps?lat=35.6092772&lon=139.6302831&hlat=35.6092772&hlon=139.6302831&z=16&datum=tky&home=on,二子玉川店
,,パーキング,無線LAN,東京都渋谷区広尾5-6-6 広尾プラザ内,//map.yahoo.co.jp/maps?lat=35.646861&lon=139.7250933&hlat=35.646861&hlon=139.7250933&z=16&datum=tky&home=on,広尾店
,,,無線LAN,東京都渋谷区恵比寿西1-9-4,//map.yahoo.co.jp/maps?lat=35.6439189&lon=139.7116758&hlat=35.6439189&hlon=139.7116758&z=16&datum=tky&home=on,恵比寿駅前店
,,パーキング,無線LAN,千葉県柏市豊町2丁目5番25号,//map.yahoo.co.jp/maps?lat=35.8486269&lon=139.9650431&hlat=35.8486269&hlon=139.9650431&z=16&datum=tky&home=on,イオンモール柏店
,,パーキング,,千葉県柏市大島田950-1　1F-1240,//map.yahoo.co.jp/maps?lat=35.8303937&lon=140.0162348&hlat=35.8303937&hlon=140.0162348&z=16&datum=tky&home=on,セブンパークアリオ柏店
,ドライブスルー,パーキング,無線LAN,千葉県市原市東国分寺台1-1-13 ,//map.yahoo.co.jp/maps?lat=35.4913986&lon=140.1203558&hlat=35.4913986&hlon=140.1203558&z=16&datum=tky&home=on,市原国分寺台店
,,パーキング,,千葉県市原市更級4丁目3番地,//map.yahoo.co.jp/maps?lat=35.5049673&lon=140.104931&hlat=35.5049673&hlon=140.104931&z=16&datum=tky&home=on,アリオ市原店
,,パーキング,無線LAN,千葉県市原市青柳北1-1 ,//map.yahoo.co.jp/maps?lat=35.5114131&lon=140.0692622&hlat=35.5114131&hlon=140.0692622&z=16&datum=tky&home=on,アピタ市原店
,ドライブスルー,パーキング,無線LAN,千葉県市原市姉崎東1-5-11,//map.yahoo.co.jp/maps?lat=35.4749261&lon=140.0477822&hlat=35.4749261&hlon=140.0477822&z=16&datum=tky&home=on,姉ヶ崎店
,,,,千葉県流山市流山おおたかの森西1丁目1番地の1 ,//map.yahoo.co.jp/maps?lat=35.8688251&lon=139.9283779&hlat=35.8688251&hlon=139.9283779&z=16&datum=tky&home=on,流山おおたかの森店
,,パーキング,無線LAN,千葉県流山市流山9-800-2,//map.yahoo.co.jp/maps?lat=35.8468989&lon=139.9027547&hlat=35.8468989&hlon=139.9027547&z=16&datum=tky&home=on,イトーヨーカドー流山店
,,,無線LAN,千葉県八千代市勝田台１−８−１,//map.yahoo.co.jp/maps?lat=35.712176&lon=140.1297551&hlat=35.712176&hlon=140.1297551&z=16&datum=tky&home=on,京成勝田台店
,,,,千葉県八千代市八千代台東１−１−１０,//map.yahoo.co.jp/maps?lat=35.6973028&lon=140.0952073&hlat=35.6973028&hlon=140.0952073&z=16&datum=tky&home=on,ユアエルム京成八千代台店
,,,無線LAN,埼玉県越谷市千間台西1-67 千間台駅ビル内,//map.yahoo.co.jp/maps?lat=35.9325564&lon=139.77737&hlat=35.9325564&hlon=139.77737&z=16&datum=tky&home=on,せんげん台店
,,,無線LAN,埼玉県越谷市弥生町3-24 ,//map.yahoo.co.jp/maps?lat=35.8849967&lon=139.7897272&hlat=35.8849967&hlon=139.7897272&z=16&datum=tky&home=on,越谷駅前店
,,パーキング,無線LAN,埼玉県越谷市レイクタウン3丁目1番地1,//map.yahoo.co.jp/maps?lat=35.8779669&lon=139.8314683&hlat=35.8779669&hlon=139.8314683&z=16&datum=tky&home=on,イオンレイクタウン店
,,パーキング,,埼玉県蕨市錦町1-12-1,//map.yahoo.co.jp/maps?lat=35.8185283&lon=139.6811211&hlat=35.8185283&hlon=139.6811211&z=16&datum=tky&home=on,イトーヨーカドー錦町店
,,パーキング,無線LAN,埼玉県戸田市美女木東１−３−１イオンモール北戸田店2階,//map.yahoo.co.jp/maps?lat=35.823409&lon=139.6558467&hlat=35.823409&hlon=139.6558467&z=16&datum=tky&home=on,イオンモール北戸田店
,,パーキング,無線LAN,埼玉県入間市上藤沢462-1 イオン入間1階 ,//map.yahoo.co.jp/maps?lat=35.8188264&lon=139.3981589&hlat=35.8188264&hlon=139.3981589&z=16&datum=tky&home=on,イオン入間店
,,パーキング,,埼玉県入間市野田894-1　ベルク入間野田店１F,//map.yahoo.co.jp/maps?lat=35.8416179&lon=139.3646727&hlat=35.8416179&hlon=139.3646727&z=16&datum=tky&home=on,ベルク入間野田店
,,,無線LAN,埼玉県朝霞市東弁財1-4-17 ,//map.yahoo.co.jp/maps?lat=35.8116061&lon=139.5898347&hlat=35.8116061&hlon=139.5898347&z=16&datum=tky&home=on,朝霞台店
,,,無線LAN,埼玉県新座市東北2-38-2 ,//map.yahoo.co.jp/maps?lat=35.8190447&lon=139.5777036&hlat=35.8190447&hlon=139.5777036&z=16&datum=tky&home=on,志木南口駅前店
,,,無線LAN,埼玉県新座市中野2-1-38,//map.yahoo.co.jp/maps?lat=35.814995&lon=139.552945&hlat=35.814995&hlon=139.552945&z=16&datum=tky&home=on,オリンピック新座店
,ドライブスルー,パーキング,無線LAN,奈良県葛城市東室149-1 ,//map.yahoo.co.jp/maps?lat=34.4924705&lon=135.7375541&hlat=34.4924705&hlon=135.7375541&z=16&datum=tky&home=on,大和新庄店
,,パーキング,,奈良県生駒郡斑鳩町東福寺1-1-5,//map.yahoo.co.jp/maps?lat=34.6098017&lon=135.7467381&hlat=34.6098017&hlon=135.7467381&z=16&datum=tky&home=on,斑鳩法隆寺店
,,パーキング,,奈良県北葛城郡広陵町馬見中4-1-1,//map.yahoo.co.jp/maps?lat=34.5428618&lon=135.7277106&hlat=34.5428618&hlon=135.7277106&z=16&datum=tky&home=on,真美ヶ丘店
,,パーキング,無線LAN,奈良県北葛城郡河合町中山台2-7 ,//map.yahoo.co.jp/maps?lat=34.5815761&lon=135.7212794&hlat=34.5815761&hlon=135.7212794&z=16&datum=tky&home=on,イオン西大和店
,,,無線LAN,広島県広島市中区紙屋町2-2-7 ,//map.yahoo.co.jp/maps?lat=34.3910186&lon=132.4595119&hlat=34.3910186&hlon=132.4595119&z=16&datum=tky&home=on,広島紙屋町店
,ドライブスルー,パーキング,無線LAN,広島県広島市東区矢賀新町3-2-10 ,//map.yahoo.co.jp/maps?lat=34.3891325&lon=132.5006128&hlat=34.3891325&hlon=132.5006128&z=16&datum=tky&home=on,広島府中店
,,パーキング,,広島県広島市南区皆実町2-8-17,//map.yahoo.co.jp/maps?lat=34.3727538&lon=132.46613&hlat=34.3727538&hlon=132.46613&z=16&datum=tky&home=on,ゆめタウン広島店
,,パーキング,無線LAN,広島県広島市南区東雲2-18-25 ,//map.yahoo.co.jp/maps?lat=34.3758994&lon=132.4927631&hlat=34.3758994&hlon=132.4927631&z=16&datum=tky&home=on,広島東雲店
,,,無線LAN,広島県広島市西区横川町3-2-36,//map.yahoo.co.jp/maps?lat=34.4064144&lon=132.4518525&hlat=34.4064144&hlon=132.4518525&z=16&datum=tky&home=on,フレスタ横川店
,ドライブスルー,パーキング,無線LAN,広島県広島市安佐南区八木2-13-14,//map.yahoo.co.jp/maps?lat=34.4763528&lon=132.4958644&hlat=34.4763528&hlon=132.4958644&z=16&datum=tky&home=on,広島八木店
,ドライブスルー,パーキング,無線LAN,広島県広島市安佐南区大町西3-3-22 ,//map.yahoo.co.jp/maps?lat=34.4645136&lon=132.4625986&hlat=34.4645136&hlon=132.4625986&z=16&datum=tky&home=on,広島安古市店
,ドライブスルー,パーキング,無線LAN,広島県広島市佐伯区楽々園2-1-19 ,//map.yahoo.co.jp/maps?lat=34.3610564&lon=132.3567678&hlat=34.3610564&hlon=132.3567678&z=16&datum=tky&home=on,広島五日市店
,,,無線LAN,広島県呉市中央1-6-10 ,//map.yahoo.co.jp/maps?lat=34.2413257&lon=132.562409&hlat=34.2413257&hlon=132.562409&z=16&datum=tky&home=on,呉店
,ドライブスルー,パーキング,無線LAN,広島県尾道市栗原町6050-1 ,//map.yahoo.co.jp/maps?lat=34.4211536&lon=133.1898583&hlat=34.4211536&hlon=133.1898583&z=16&datum=tky&home=on,尾道店
,,,無線LAN,山口県下関市竹崎町4-3-1,//map.yahoo.co.jp/maps?lat=33.9466858&lon=130.9249621&hlat=33.9466858&hlon=130.9249621&z=16&datum=tky&home=on,下関駅前店
,ドライブスルー,パーキング,無線LAN,山口県下関市綾羅木新町4-1 ,//map.yahoo.co.jp/maps?lat=34.0061339&lon=130.9270414&hlat=34.0061339&hlon=130.9270414&z=16&datum=tky&home=on,下関綾羅木店
,ドライブスルー,パーキング,無線LAN,山口県宇部市恩田町1-4-20 ,//map.yahoo.co.jp/maps?lat=33.9398325&lon=131.2663144&hlat=33.9398325&hlon=131.2663144&z=16&datum=tky&home=on,宇部店
,ドライブスルー,パーキング,無線LAN,山口県山口市小郡新町六丁目3番27号,//map.yahoo.co.jp/maps?lat=34.1142748&lon=131.4038766&hlat=34.1142748&hlon=131.4038766&z=16&datum=tky&home=on,小郡店
,ドライブスルー,パーキング,無線LAN,山口県防府市高倉2-12-27 ,//map.yahoo.co.jp/maps?lat=34.0500506&lon=131.5591767&hlat=34.0500506&hlon=131.5591767&z=16&datum=tky&home=on,防府店
,,パーキング,,山口県下松市中央町21-3,//map.yahoo.co.jp/maps?lat=34.0152685&lon=131.8653076&hlat=34.0152685&hlon=131.8653076&z=16&datum=tky&home=on,ゆめタウン下松店
,,パーキング,無線LAN,山口県岩国市南岩国町1-24-8 ,//map.yahoo.co.jp/maps?lat=34.1304175&lon=132.2049327&hlat=34.1304175&hlon=132.2049327&z=16&datum=tky&home=on,南岩国店
,ドライブスルー,パーキング,無線LAN,山口県周南市城ケ丘1-1-13 ,//map.yahoo.co.jp/maps?lat=34.0425442&lon=131.8378256&hlat=34.0425442&hlon=131.8378256&z=16&datum=tky&home=on,徳山城ケ丘店
,ドライブスルー,パーキング,,山口県山陽小野田市日の出町2-15 13-4,//map.yahoo.co.jp/maps?lat=34.0014016&lon=131.180701&hlat=34.0014016&hlon=131.180701&z=16&datum=tky&home=on,山陽小野田店
,ドライブスルー,パーキング,無線LAN,徳島県徳島市沖浜3-8 ,//map.yahoo.co.jp/maps?lat=34.0470483&lon=134.5545783&hlat=34.0470483&hlon=134.5545783&z=16&datum=tky&home=on,徳島沖浜店
,ドライブスルー,パーキング,無線LAN,徳島県徳島市川内町大松333-1 ,//map.yahoo.co.jp/maps?lat=34.1141806&lon=134.5806036&hlat=34.1141806&hlon=134.5806036&z=16&datum=tky&home=on,徳島川内店
,,パーキング,無線LAN,徳島県板野郡北島町鯛浜字西ノ須１７４,//map.yahoo.co.jp/maps?lat=34.1084516&lon=134.5499925&hlat=34.1084516&hlon=134.5499925&z=16&datum=tky&home=on,フジグラン北島店
,,パーキング,無線LAN,徳島県板野郡藍住町奥野字東中須88番の1  　ゆめタウン徳島,//map.yahoo.co.jp/maps?lat=34.1147833&lon=134.5047964&hlat=34.1147833&hlon=134.5047964&z=16&datum=tky&home=on,ゆめタウン徳島店
,ドライブスルー,パーキング,無線LAN,香川県高松市今里町4-5 ,//map.yahoo.co.jp/maps?lat=34.3201772&lon=134.0607489&hlat=34.3201772&hlon=134.0607489&z=16&datum=tky&home=on,高松今里店
,ドライブスルー,パーキング,無線LAN,香川県高松市屋島西町1981-1,//map.yahoo.co.jp/maps?lat=34.333031&lon=134.1006038&hlat=34.333031&hlon=134.1006038&z=16&datum=tky&home=on,高松屋島店
,,パーキング,無線LAN,香川県高松市十川東町５５−１,//map.yahoo.co.jp/maps?lat=34.2673854&lon=134.1119638&hlat=34.2673854&hlon=134.1119638&z=16&datum=tky&home=on,フジグラン十川店
